ID Transaksi,Tanggal,Bulan,Tahun,Usia Pembeli,Gender,Berat Barang (gr),Berapa Kali Transaksi,Waktu Pengiriman (Hari),Ongkos Kirim
5238,24,7,2023,32,P,32,1,1,10000
2231,11,11,2024,39,P,479,12,7,10000
1703,4,1,2024,44,L,421,7,9,50000
2076,13,1,2022,29,P,80,20,8,10000
18,24,7,2023,58,P,560,16,2,50000
7018,30,8,2022,29,L,488,17,5,40000
1742,3,11,2023,71,P,992,8,3,10000
734,14,6,2024,52,P,447,17,3,50000
917,30,8,2022,63,L,359,20,9,10000
7837,7,5,2024,26,P,265,19,1,40000
8446,10,9,2022,55,P,69,6,6,10000
2981,31,7,2024,42,L,68,13,13,20000
6148,26,1,2023,52,P,373,3,2,20000
6109,15,7,2023,52,P,643,10,12,30000
5942,29,10,2023,53,L,24,7,13,50000
3318,20,2,2024,74,P,896,11,11,50000
2426,2,11,2022,66,L,976,17,12,20000
547,2,6,2022,43,L,209,3,7,30000
9919,9,5,2022,25,L,736,2,4,20000
9335,22,2,2023,49,L,677,2,11,50000
6475,8,8,2022,48,P,746,3,7,20000
6929,13,5,2024,49,L,321,1,4,40000
867,11,5,2022,41,L,424,5,8,30000
2827,31,9,2022,22,P,932,20,6,30000
2292,19,6,2023,40,L,424,4,1,50000
1995,10,7,2022,39,L,570,1,4,30000
1103,28,2,2023,57,L,171,10,4,40000
2104,29,7,2024,57,L,831,5,2,40000
1510,5,2,2022,28,L,897,5,3,10000
4199,15,6,2022,59,L,725,16,14,40000
5162,16,11,2024,27,P,935,17,3,50000
6707,1,5,2023,68,L,528,4,1,50000
1982,29,1,2023,32,P,372,7,3,40000
9657,24,9,2024,70,P,656,16,13,30000
8209,1,10,2023,27,L,587,2,4,50000
4929,5,10,2024,21,P,468,14,2,20000
1656,27,11,2024,42,L,59,10,13,50000
8144,17,2,2024,51,L,362,13,13,50000
216,25,4,2023,25,L,953,14,6,10000
1156,19,6,2022,28,P,988,15,4,30000
6993,14,9,2022,24,L,806,10,2,10000
142,24,2,2024,56,P,141,17,9,50000
7374,14,12,2022,66,L,604,16,1,10000
5376,27,4,2023,59,L,665,2,3,30000
9163,7,5,2022,69,P,614,7,9,40000
8763,30,1,2023,71,L,331,3,4,30000
7486,3,11,2024,42,P,907,17,11,10000
5597,31,3,2022,80,L,39,20,8,20000
210,17,7,2022,26,L,979,19,9,50000
4187,14,2,2023,79,L,598,8,11,10000
5257,18,7,2023,79,P,850,13,12,10000
6651,28,5,2023,74,P,201,12,14,30000
5798,23,11,2022,76,L,91,17,10,10000
6841,8,6,2024,27,L,150,13,2,10000
791,12,4,2024,50,P,783,6,6,40000
7797,2,9,2022,51,L,234,10,7,50000
1316,26,3,2022,52,P,797,18,1,50000
5509,10,1,2024,66,P,580,11,10,30000
8483,4,8,2024,24,P,419,3,5,50000
3910,26,12,2023,71,P,776,14,7,10000
4695,16,2,2024,73,P,408,3,11,10000
226,10,2,2024,45,P,95,19,14,30000
5051,2,7,2023,57,L,595,10,5,20000
8173,12,2,2023,31,P,24,20,9,40000
2054,20,11,2023,55,L,404,14,4,50000
1926,31,10,2024,41,L,556,9,8,30000
3319,12,6,2022,40,L,62,13,4,50000
6475,21,1,2024,41,L,909,16,8,10000
1043,3,9,2022,57,P,831,7,10,30000
9854,15,8,2024,41,L,39,6,6,10000
7006,5,7,2024,49,L,111,2,11,20000
3974,12,10,2023,63,L,580,9,7,10000
9579,22,2,2024,54,L,523,19,13,20000
7261,14,3,2023,71,L,783,7,12,20000
4258,26,7,2023,68,P,596,2,9,30000
9924,24,8,2024,53,P,108,11,14,40000
7409,21,11,2022,76,P,526,6,14,20000
4665,11,2,2024,42,L,966,15,3,20000
1413,18,6,2023,79,L,429,2,3,40000
8265,21,2,2024,25,P,424,1,8,10000
5192,29,7,2022,30,P,750,10,7,20000
8684,31,9,2022,30,P,864,5,11,50000
6164,21,5,2022,77,L,347,14,10,40000
8674,31,6,2024,33,L,551,16,12,20000
6316,10,4,2022,77,L,115,5,6,30000
6544,8,7,2022,48,L,158,19,14,50000
3603,14,7,2023,69,P,427,1,4,50000
2696,8,1,2022,54,P,331,17,8,40000
8348,6,12,2022,22,L,371,1,12,10000
4330,15,5,2023,69,P,283,9,6,10000
1829,25,9,2024,50,L,911,16,2,30000
2916,23,8,2023,47,L,703,8,8,50000
5584,30,10,2023,67,P,397,18,5,50000
9518,24,9,2024,31,L,357,20,9,40000
8827,8,8,2023,28,P,527,17,8,10000
8176,1,6,2024,26,P,845,4,2,30000
7109,1,7,2024,38,P,714,20,5,20000
2937,7,4,2022,41,P,283,20,3,50000
3809,15,11,2022,72,L,503,3,3,10000
4216,21,9,2024,28,P,611,8,4,50000
1469,12,3,2023,38,P,69,5,3,20000
4448,12,12,2023,37,P,320,13,3,20000
4062,29,2,2024,39,P,682,2,10,50000
4304,31,10,2022,63,L,478,20,3,50000
7382,5,3,2023,22,L,118,6,10,50000
904,31,2,2024,62,L,508,7,4,40000
7863,10,11,2023,41,P,868,9,12,20000
4854,13,7,2023,25,P,494,17,3,20000
9682,19,10,2024,76,P,798,10,6,30000
7145,23,8,2022,64,P,867,20,2,10000
1285,4,3,2024,46,P,806,8,11,10000
8188,7,10,2024,71,L,266,11,14,20000
4557,15,11,2024,58,P,358,2,5,30000
1118,9,8,2024,31,L,798,7,1,50000
2680,10,12,2023,40,P,563,11,1,30000
1959,3,8,2022,41,P,338,20,12,30000
4572,26,8,2024,58,P,209,15,6,20000
4702,18,10,2023,55,P,757,7,10,30000
5622,22,8,2024,41,P,644,4,4,30000
5529,13,5,2022,32,L,111,6,13,40000
9570,29,10,2022,22,P,236,3,5,40000
3467,3,8,2023,48,L,836,20,12,10000
8617,20,11,2022,56,P,425,12,3,20000
1238,29,3,2023,75,L,361,9,3,10000
3543,14,7,2023,48,P,530,18,14,30000
4890,30,10,2023,29,L,787,17,3,50000
6675,10,1,2023,59,L,392,20,10,50000
2754,28,12,2022,23,P,228,14,14,30000
9671,29,11,2022,27,P,156,9,3,50000
2039,7,10,2022,43,P,843,15,12,20000
2791,9,8,2022,46,P,712,18,5,30000
815,15,1,2022,54,L,110,14,2,40000
678,6,12,2023,65,L,236,17,13,20000
2554,22,4,2022,76,P,672,5,13,20000
4759,9,10,2022,51,P,910,9,2,20000
7616,17,10,2023,29,P,287,14,14,10000
7727,6,5,2024,25,P,65,8,11,20000
5412,23,7,2024,54,P,574,13,3,40000
4261,18,10,2022,79,L,841,3,10,40000
4638,5,9,2023,52,L,409,1,6,10000
2535,25,6,2022,28,P,97,15,2,50000
1438,16,11,2022,62,P,363,7,10,30000
3152,2,10,2022,50,P,307,4,2,10000
5022,13,12,2024,55,L,657,3,4,30000
1202,24,11,2023,71,P,360,20,12,10000
3966,11,6,2023,32,L,615,4,12,40000
2575,15,7,2022,39,P,522,7,8,10000
5526,12,12,2024,67,P,113,9,4,50000
7113,11,5,2023,23,P,584,19,11,20000
8204,12,11,2023,45,P,100,19,9,20000
709,25,5,2023,26,L,895,3,13,30000
8998,24,8,2024,33,L,433,11,12,10000
7336,19,1,2023,45,L,677,6,6,10000
4753,11,7,2024,32,L,615,4,8,30000
8132,5,2,2024,29,L,209,14,2,20000
6297,16,6,2023,21,L,329,2,8,30000
9128,26,11,2024,69,L,369,11,13,50000
4672,14,8,2023,65,P,593,11,4,20000
4179,25,1,2022,30,L,604,19,9,40000
7712,22,4,2024,68,L,149,18,1,20000
9148,20,5,2022,32,L,405,12,5,30000
9099,17,4,2022,34,L,609,17,4,30000
188,23,9,2023,58,L,238,4,9,20000
5100,22,4,2023,77,P,25,16,14,50000
5674,9,3,2023,63,L,861,15,8,50000
3966,19,12,2023,67,P,722,11,14,10000
1835,23,6,2023,48,P,372,4,9,40000
8610,23,5,2022,46,P,317,15,1,20000
7268,22,10,2022,73,L,910,12,11,50000
2264,9,4,2023,45,L,537,9,2,30000
512,21,12,2022,28,L,610,5,4,40000
2996,27,2,2024,36,L,589,19,1,40000
2499,9,2,2023,64,L,976,4,7,40000
9677,17,8,2024,23,P,487,7,4,30000
5973,21,10,2023,72,P,664,9,12,30000
6088,21,11,2024,59,L,509,2,2,30000
2856,15,9,2022,37,L,686,13,6,40000
3701,4,9,2023,66,L,105,8,14,40000
901,13,2,2023,24,L,212,19,12,50000
1373,22,7,2023,70,P,756,18,13,40000
8123,13,3,2024,73,P,161,9,12,30000
7738,14,1,2022,41,P,579,14,7,10000
8046,25,10,2023,60,P,120,12,3,40000
2,3,3,2023,28,P,232,9,7,40000
5128,19,4,2024,68,P,244,11,2,20000
3009,3,6,2022,61,P,859,15,10,10000
8911,11,1,2024,70,P,622,18,10,30000
5810,21,7,2024,47,P,541,15,7,30000
2694,30,9,2022,36,P,703,6,5,40000
9458,7,2,2024,33,P,284,2,12,30000
1126,1,3,2023,73,L,349,17,1,50000
9398,5,9,2022,30,P,272,20,6,20000
8579,19,4,2024,40,P,158,18,1,10000
4802,1,11,2024,32,L,572,17,13,30000
2548,10,5,2024,47,P,70,16,12,50000
5338,23,1,2024,48,L,126,14,4,40000
8362,7,12,2022,64,L,622,5,8,10000
699,7,5,2022,55,P,415,3,8,40000
4787,26,8,2023,46,P,276,8,1,40000
1835,18,9,2022,78,P,187,12,12,30000
7478,2,3,2024,44,P,975,13,12,50000
3404,2,10,2024,48,P,921,7,3,20000
5591,1,12,2023,34,L,842,16,3,50000
1077,6,5,2023,40,P,419,10,8,40000
4968,4,3,2022,26,L,385,12,3,40000
4284,14,12,2022,23,L,240,2,13,10000
8136,20,1,2023,72,P,540,11,11,20000
9049,5,3,2024,57,L,639,3,6,40000
212,11,8,2023,54,P,191,11,7,50000
4051,3,1,2023,31,P,68,4,6,50000
9657,12,5,2024,67,L,311,13,11,30000
1703,12,9,2024,47,P,337,13,8,40000
9766,29,2,2024,64,P,777,16,14,40000
6741,7,8,2024,25,L,980,6,9,30000
4958,18,10,2023,62,P,733,11,2,30000
6599,11,4,2023,51,L,914,12,10,10000
6364,13,4,2022,28,P,15,4,13,30000
9285,20,11,2024,42,L,960,16,8,30000
7233,31,2,2022,62,L,351,19,9,20000
2994,8,10,2023,75,L,181,16,8,50000
9928,25,5,2022,51,L,285,14,5,10000
2127,14,9,2023,30,L,378,19,7,40000
407,5,11,2022,71,L,11,1,14,20000
9464,15,9,2022,61,L,886,15,1,50000
3728,23,4,2023,73,L,447,1,9,30000
9074,16,5,2024,53,L,118,17,11,20000
8754,24,6,2022,76,L,688,16,11,30000
8214,17,7,2024,37,P,553,6,1,50000
3034,22,3,2024,58,L,43,9,4,50000
5584,30,9,2024,60,L,954,1,1,20000
1107,26,8,2022,78,L,166,11,2,20000
9337,23,4,2024,43,L,984,1,1,50000
1223,5,12,2024,54,P,395,13,9,50000
6459,1,12,2023,29,P,27,6,14,30000
7469,18,3,2022,63,P,292,1,12,50000
730,15,6,2024,73,P,76,1,5,10000
5170,14,8,2022,31,L,439,1,13,20000
1691,17,12,2022,24,P,741,19,1,40000
9095,27,6,2022,23,P,369,12,9,40000
4592,15,8,2022,23,P,874,6,14,30000
5798,23,11,2023,27,L,936,13,9,20000
6876,18,10,2024,46,L,579,19,9,20000
9093,24,6,2022,33,L,859,6,14,40000
8891,2,4,2023,70,L,966,11,10,30000
4141,8,1,2024,69,P,210,2,2,10000
9162,7,9,2024,78,P,726,1,2,10000
4498,21,6,2023,32,P,934,9,7,40000
6009,31,6,2024,48,P,990,13,7,40000
6234,22,11,2024,45,L,284,20,8,30000
9676,11,11,2022,41,L,60,12,6,20000
5577,29,10,2024,26,L,987,15,5,30000
788,11,1,2024,56,P,137,5,8,30000
6720,30,9,2024,46,P,809,4,1,30000
3556,11,6,2024,35,P,734,4,2,50000
959,24,11,2023,47,P,167,7,13,40000
1509,25,9,2023,60,P,43,16,9,40000
2365,8,7,2023,42,L,205,15,11,50000
7894,15,2,2024,65,P,738,11,9,40000
8715,7,3,2022,29,P,994,18,7,30000
7152,5,9,2022,64,L,378,2,13,40000
818,22,9,2024,52,P,28,13,14,10000
1056,29,1,2022,72,L,714,10,11,30000
9958,15,6,2024,40,P,196,4,12,30000
1511,23,4,2022,32,L,75,12,11,20000
9402,27,2,2024,63,L,355,1,13,30000
4929,1,9,2023,21,P,811,17,3,20000
3996,6,6,2022,41,L,377,20,9,20000
1591,1,4,2024,52,L,299,2,1,40000
2170,22,9,2024,76,L,153,15,5,10000
9433,2,2,2024,44,P,406,8,2,30000
9060,24,12,2022,52,L,986,10,9,40000
6727,21,4,2022,56,L,29,3,12,50000
2588,23,6,2024,40,P,663,10,2,20000
1085,14,7,2023,34,P,928,4,7,30000
6128,11,11,2022,24,P,945,14,1,30000
9325,29,12,2023,74,P,744,12,2,10000
2566,17,12,2022,52,P,935,14,9,10000
1452,7,1,2023,32,P,574,13,6,40000
390,13,7,2023,62,L,495,2,2,10000
8490,7,12,2022,75,L,892,6,3,50000
3441,30,7,2022,49,P,421,12,5,40000
2665,14,9,2022,33,L,202,20,13,50000
6575,20,11,2023,44,P,341,11,1,40000
1649,22,1,2024,35,L,134,13,3,40000
9035,27,3,2022,53,P,700,10,2,20000
646,6,1,2023,51,P,463,20,8,10000
1809,2,9,2024,60,L,115,3,7,10000
4278,25,1,2023,59,L,498,6,12,50000
9428,21,6,2023,22,P,675,20,4,10000
3561,25,11,2022,52,L,454,12,13,20000
4326,28,4,2022,25,L,686,19,14,50000
1092,4,7,2022,66,L,937,17,8,30000
498,11,5,2023,38,P,804,18,1,50000
7712,22,12,2023,44,L,504,12,8,50000
5414,4,6,2023,60,L,294,10,2,50000
8154,12,5,2023,37,P,262,17,5,50000
6802,23,6,2023,25,L,684,10,5,20000
8816,9,5,2023,34,L,391,13,8,30000
5507,3,5,2023,27,P,411,3,8,50000
1877,20,3,2022,77,L,395,10,8,10000
5632,19,8,2022,32,P,249,7,2,10000
7008,24,9,2022,73,P,870,9,2,30000
7531,30,8,2022,74,P,152,12,1,30000
4220,31,2,2023,22,P,203,14,9,20000
3630,23,10,2022,60,L,276,7,3,10000
3431,17,7,2022,58,P,861,1,9,50000
9224,13,12,2024,37,L,687,14,9,40000
6771,16,8,2022,37,P,86,20,5,30000
5332,17,4,2023,74,P,489,6,13,50000
5500,18,3,2022,54,L,591,7,1,50000
204,20,7,2024,32,L,130,9,8,40000
7594,29,12,2023,57,P,214,7,5,50000
7072,21,12,2023,78,L,798,18,4,30000
2417,22,11,2023,63,P,902,4,13,40000
9945,3,8,2024,47,P,970,17,14,40000
9894,6,9,2022,57,L,502,9,5,20000
2753,9,10,2022,28,P,212,14,3,40000
5196,26,9,2022,71,P,525,11,12,40000
9729,22,9,2022,54,L,490,4,3,20000
1679,4,10,2023,28,L,523,18,5,10000
1846,7,10,2024,78,P,754,19,14,20000
2730,29,10,2023,80,L,563,3,8,10000
3528,26,7,2023,25,L,48,6,6,50000
2469,17,10,2023,48,L,968,13,10,20000
4844,28,11,2024,30,P,895,10,7,40000
3941,28,10,2024,70,L,92,20,10,10000
9509,29,3,2023,78,P,160,10,10,30000
9486,19,2,2023,32,L,163,18,8,50000
5203,11,1,2024,38,P,17,15,14,20000
9096,20,8,2023,23,P,136,4,3,50000
5553,15,7,2024,24,L,180,1,7,40000
4127,19,11,2022,64,P,95,4,8,30000
4381,5,1,2023,38,L,564,12,8,10000
5677,21,2,2023,35,L,8,17,2,40000
9226,10,7,2024,57,P,238,16,8,30000
8944,20,1,2023,30,L,46,5,1,50000
5631,9,5,2022,57,P,336,16,7,20000
4916,15,12,2022,68,P,901,1,9,50000
6391,19,8,2022,30,P,591,19,10,20000
34,28,3,2023,66,P,680,3,9,50000
5519,26,5,2024,71,L,147,17,11,20000
469,21,1,2024,49,L,369,4,6,20000
7720,11,1,2024,64,P,653,6,12,50000
9308,17,3,2023,52,L,813,1,7,10000
4000,9,1,2024,51,L,907,8,7,50000
3384,28,12,2023,45,P,208,11,12,50000
4641,15,8,2022,64,L,522,13,4,30000
341,8,9,2022,33,L,89,4,9,10000
1196,21,7,2024,30,L,409,12,3,50000
6710,8,10,2023,79,P,400,8,6,10000
1689,13,11,2024,59,P,416,15,14,40000
4,6,5,2023,24,P,689,9,2,40000
4122,8,12,2022,52,L,255,19,14,30000
9006,26,3,2023,53,P,316,18,6,30000
6657,19,4,2024,47,P,950,8,11,20000
6050,8,12,2023,23,L,985,9,11,30000
8044,6,4,2024,30,P,388,11,10,40000
9939,9,5,2024,60,P,257,20,4,50000
7714,6,5,2023,25,P,162,19,3,50000
8193,16,9,2024,24,L,37,15,3,50000
4872,19,11,2022,70,P,554,4,6,50000
5291,1,9,2024,23,P,394,11,4,40000
4018,19,11,2023,74,P,437,9,11,10000
7543,19,10,2024,63,L,981,20,11,50000
1500,11,8,2023,24,P,105,9,7,50000
1403,31,7,2022,26,P,76,2,14,40000
9737,4,1,2024,80,L,926,10,14,50000
6761,18,8,2022,27,L,305,5,14,30000
6009,14,4,2022,27,P,532,4,5,40000
7651,26,4,2024,69,P,61,14,3,10000
3628,12,4,2024,31,L,110,10,5,10000
5553,1,1,2022,75,P,724,13,1,30000
4168,14,11,2024,27,P,823,7,2,40000
9085,1,5,2022,70,P,985,19,10,30000
9068,23,11,2023,21,L,252,12,12,40000
4557,6,12,2024,48,L,11,6,8,10000
7130,18,7,2022,72,L,477,9,14,10000
4723,18,10,2022,77,L,582,20,1,50000
9564,11,10,2022,55,P,293,2,6,10000
3901,4,10,2023,44,P,718,9,11,10000
6899,10,1,2024,70,P,388,1,14,20000
2297,22,10,2024,22,P,956,2,12,40000
5895,27,3,2022,41,L,251,20,13,40000
3769,5,12,2024,42,L,54,1,13,10000
980,12,11,2022,70,L,554,19,13,30000
3322,19,1,2023,79,L,691,1,3,50000
476,18,9,2023,52,L,159,20,8,20000
5122,25,11,2022,49,P,357,16,6,40000
6994,10,2,2024,56,L,639,4,7,50000
4700,5,12,2023,45,L,290,19,10,30000
1876,7,8,2024,68,P,817,9,12,40000
4742,15,2,2023,23,L,927,12,4,50000
5882,15,3,2024,64,P,16,7,10,50000
5548,15,8,2024,27,P,675,3,4,40000
6828,16,8,2024,24,P,215,13,13,10000
2787,26,12,2023,44,L,777,17,10,10000
7219,13,5,2022,23,P,610,18,12,50000
5329,10,3,2024,34,P,274,9,2,30000
2916,31,12,2022,50,L,996,16,5,20000
3857,29,3,2022,22,L,557,16,7,20000
9601,22,9,2024,59,P,910,20,6,40000
8371,30,12,2024,72,P,670,4,11,50000
4173,27,9,2024,39,P,649,9,13,40000
5271,12,6,2023,59,P,525,9,9,50000
4908,2,1,2022,30,P,830,1,3,20000
6707,18,9,2023,60,P,736,11,5,50000
5555,1,4,2022,77,L,983,16,4,20000
3689,29,11,2022,65,P,187,17,3,20000
304,8,10,2022,37,P,641,13,1,30000
4022,31,2,2024,33,P,746,5,4,50000
1761,31,4,2024,65,P,898,17,9,20000
9115,16,2,2023,21,L,941,3,11,30000
3580,1,10,2024,45,L,977,9,12,30000
7229,26,11,2022,23,P,697,10,14,40000
5524,15,8,2024,54,P,245,12,7,40000
7098,27,6,2022,31,L,677,5,13,10000
2163,20,10,2024,41,P,662,13,5,50000
2823,18,3,2024,50,L,775,6,10,10000
4461,29,11,2023,35,P,95,12,3,40000
850,14,10,2024,68,P,17,15,10,40000
8286,4,4,2024,66,L,715,17,9,30000
7186,10,5,2022,49,L,968,8,14,20000
9678,12,8,2022,36,P,680,7,5,10000
8862,14,5,2024,79,P,125,17,6,30000
4416,23,8,2024,59,L,606,7,7,50000
8524,17,7,2022,28,L,805,11,11,20000
9666,20,9,2024,79,L,421,2,8,40000
9940,30,3,2024,53,P,231,17,10,40000
747,19,3,2024,28,P,711,5,9,20000
532,19,7,2024,23,P,504,18,13,10000
6904,17,5,2024,36,L,232,6,9,40000
7565,1,10,2022,63,L,440,4,8,20000
1447,19,1,2022,72,P,168,16,13,10000
5770,21,7,2022,59,L,535,5,6,40000
1637,18,12,2024,53,P,191,6,9,40000
8827,23,11,2022,29,L,748,9,12,20000
2070,28,2,2022,67,P,18,4,3,10000
9789,3,4,2024,50,L,372,4,1,50000
83,12,10,2023,66,P,193,9,1,40000
3850,4,3,2024,36,P,245,15,9,50000
4779,6,9,2022,68,P,307,14,7,30000
4527,4,1,2023,62,P,881,18,7,40000
9303,6,7,2022,47,P,997,15,3,10000
2034,28,3,2022,80,P,559,4,9,50000
1055,25,7,2023,45,P,343,4,2,40000
997,16,2,2024,27,P,318,20,13,20000
6551,15,4,2023,54,L,383,20,12,10000
576,9,9,2023,33,L,472,14,6,20000
4612,15,9,2024,59,L,409,5,9,30000
4163,14,12,2024,54,L,765,8,9,30000
7315,12,6,2022,62,L,114,8,13,50000
740,16,2,2022,29,L,843,11,14,40000
8930,11,2,2022,78,P,730,16,3,30000
3696,10,7,2023,23,L,198,17,13,50000
3326,3,8,2023,66,L,830,6,6,40000
1772,1,5,2022,37,L,725,7,13,10000
7268,27,5,2022,23,P,795,12,4,20000
7826,18,7,2024,46,P,20,3,11,20000
3435,5,5,2023,76,L,684,11,4,20000
3559,24,5,2023,26,P,239,13,11,30000
6827,29,4,2024,60,L,251,11,12,50000
5931,2,3,2024,68,L,765,2,10,50000
4776,27,3,2022,75,L,779,9,11,30000
958,26,4,2024,65,P,348,13,12,10000
6853,17,9,2023,56,L,89,6,13,40000
5968,22,10,2024,37,P,962,20,14,40000
2619,3,8,2023,47,L,970,2,5,10000
787,19,7,2024,64,P,334,3,3,20000
2424,1,1,2023,28,L,213,17,3,20000
5036,11,10,2023,23,P,597,12,2,20000
5288,6,2,2022,34,L,371,18,5,40000
8325,10,2,2023,64,P,337,19,8,30000
2802,15,1,2023,41,P,176,2,7,20000
952,23,8,2023,57,P,105,14,3,40000
4699,31,8,2023,53,P,597,16,6,50000
1717,14,4,2023,31,P,236,11,10,30000
7462,31,7,2024,78,L,992,6,12,20000
8664,17,11,2024,78,L,24,12,3,10000
3107,24,10,2024,80,L,817,12,5,30000
8399,15,1,2022,72,P,916,8,4,40000
9442,3,10,2022,68,P,335,1,13,30000
7215,30,6,2023,44,P,213,1,10,20000
5504,9,9,2024,48,L,14,9,5,30000
4667,28,1,2022,26,P,639,4,7,40000
6672,21,3,2023,65,L,438,13,3,20000
8855,28,7,2023,36,P,897,15,11,40000
2517,26,11,2024,43,P,484,4,11,20000
3579,7,8,2022,71,P,675,3,9,10000
7814,9,10,2022,50,P,5,9,11,20000
5071,29,11,2024,39,L,552,1,14,10000
7482,4,7,2022,45,L,228,14,7,40000
9708,10,12,2024,80,L,601,15,1,20000
9689,4,12,2022,60,P,440,11,6,40000
4237,8,7,2022,80,L,314,15,13,30000
7016,29,4,2022,39,P,555,11,7,50000
7839,17,10,2023,26,L,612,15,12,50000
5695,25,4,2022,64,P,38,19,14,40000
3728,14,9,2023,30,P,13,20,13,40000
6898,4,1,2024,60,L,714,18,10,50000
7733,8,12,2022,57,P,204,14,14,30000
4863,6,6,2022,78,P,221,15,5,30000
549,16,5,2022,48,P,778,13,1,20000
3217,18,10,2022,77,L,30,15,8,50000
6380,24,6,2024,75,L,418,1,6,30000
3172,14,12,2024,37,L,973,3,2,10000
1919,24,6,2024,25,L,221,20,4,40000
7569,7,6,2024,67,L,7,9,1,20000
7236,16,12,2022,63,P,513,12,5,10000
605,23,10,2024,26,P,253,6,8,40000
5921,21,3,2023,49,L,636,16,11,20000
8654,8,3,2023,79,P,623,2,8,30000
9637,3,2,2022,51,P,84,9,14,30000
7349,23,10,2024,64,L,939,2,2,30000
2058,5,7,2024,47,P,938,2,13,30000
7186,6,4,2023,59,P,662,8,7,20000
1752,8,2,2024,41,P,575,3,2,20000
4532,6,7,2023,32,L,96,8,5,40000
8675,9,12,2024,36,P,780,5,3,40000
2508,10,5,2023,29,P,267,19,9,10000
1254,5,11,2023,21,L,455,15,8,10000
2099,4,3,2024,46,L,233,20,4,10000
5287,4,12,2023,71,L,148,1,7,20000
4793,19,10,2022,32,L,778,1,11,40000
5065,23,8,2022,69,P,147,4,3,10000
5740,18,4,2022,43,L,309,1,14,20000
2531,25,12,2023,68,L,36,20,14,30000
1268,26,8,2024,58,L,845,4,7,30000
4781,27,6,2022,77,P,189,14,8,20000
9423,18,6,2024,65,P,238,20,6,10000
402,29,9,2022,24,P,369,2,5,10000
9522,27,5,2024,22,P,11,15,9,10000
8894,1,8,2024,44,L,115,5,5,30000
8640,5,7,2023,54,P,145,13,10,40000
837,24,10,2024,62,L,617,11,4,50000
1978,2,12,2022,29,P,941,14,13,40000
8335,15,3,2022,57,P,895,19,1,20000
2551,27,9,2022,36,P,396,20,13,30000
3170,10,10,2022,29,P,735,14,14,50000
924,19,12,2024,62,L,263,19,4,10000
426,6,4,2023,33,L,728,3,10,50000
2603,11,10,2024,38,P,511,10,2,20000
7127,8,9,2022,42,P,544,17,8,30000
3903,26,9,2022,65,P,205,16,6,50000
2902,3,4,2022,35,L,275,17,1,30000
357,3,8,2024,66,L,969,19,5,20000
6117,9,8,2023,26,P,966,19,3,20000
3562,1,7,2023,57,P,714,1,13,10000
1378,20,4,2023,78,L,544,11,8,30000
1351,1,1,2024,28,L,93,20,7,40000
1593,19,9,2024,70,L,519,13,2,40000
9451,8,10,2023,22,L,606,1,7,20000
1905,4,2,2024,34,P,106,19,14,50000
9933,14,2,2023,21,P,402,19,7,20000
4764,8,2,2024,77,P,459,13,7,30000
5826,16,5,2024,79,P,569,5,4,40000
4947,20,7,2023,32,L,618,9,12,20000
4467,2,3,2022,69,P,723,2,1,10000
3676,21,11,2023,48,P,661,1,10,40000
246,22,3,2022,43,P,588,4,11,50000
9657,6,9,2024,46,L,358,2,7,10000
3957,18,1,2024,72,P,398,11,4,50000
2542,20,9,2023,41,P,425,19,3,40000
8727,12,4,2022,74,L,975,14,14,40000
8393,29,3,2023,52,L,542,14,12,50000
8663,31,4,2023,23,L,519,6,2,50000
1598,15,2,2024,76,P,483,18,2,50000
8121,8,8,2024,33,L,753,17,13,10000
2886,15,4,2024,40,L,774,17,4,50000
6737,23,8,2022,80,P,74,14,12,10000
7580,12,4,2022,24,P,371,15,10,50000
8932,19,9,2023,53,L,341,11,6,50000
665,24,2,2022,35,L,841,13,2,10000
4138,30,6,2024,72,L,175,13,13,50000
2592,15,7,2024,27,P,710,8,13,50000
8370,18,2,2022,45,P,242,2,3,30000
416,31,11,2022,71,P,539,12,10,20000
1538,27,3,2024,24,P,778,8,12,20000
1865,10,5,2022,37,L,642,9,4,40000
3368,17,6,2022,70,P,101,6,12,10000
6030,3,7,2022,51,L,669,13,4,40000
5155,26,10,2022,35,L,938,14,1,30000
7573,24,5,2022,60,P,118,14,10,20000
7830,2,12,2024,29,L,791,11,8,10000
5247,8,2,2023,52,P,43,19,2,40000
7767,19,12,2023,48,P,703,18,1,10000
4076,24,7,2023,52,P,666,20,5,10000
1555,27,8,2022,80,P,743,11,2,50000
6238,23,9,2022,51,L,124,12,1,40000
5293,28,6,2023,35,P,879,12,12,10000
2578,29,9,2022,70,P,937,12,12,40000
2592,9,11,2024,25,L,33,6,3,20000
1133,20,12,2024,41,P,256,20,2,40000
5706,15,7,2022,60,P,214,5,6,50000
8802,15,8,2023,31,P,802,20,9,30000
6104,25,8,2023,23,P,688,18,8,30000
8974,16,3,2022,48,L,192,9,8,10000
5774,16,12,2024,79,P,110,6,13,30000
3212,19,7,2024,39,L,780,19,5,20000
8493,20,3,2023,69,L,689,3,5,50000
9257,31,12,2024,28,P,469,15,5,50000
2588,28,5,2023,40,P,499,14,4,50000
722,7,2,2022,70,P,983,8,2,30000
1964,8,12,2022,50,P,55,18,11,20000
8065,12,6,2022,45,P,454,1,11,30000
933,18,12,2024,22,P,74,18,13,20000
6697,3,11,2023,21,L,287,4,9,20000
3361,24,2,2023,24,P,298,4,10,10000
